round,r,f1_val,f1_val@0.5,pr_auc,n_tree,fit_s,num_leaves,learning_rate,reg_lambda,reg_alpha,scale_pos_weight,params
3,1.0,0.5665914221218962,0.22542123343693768,0.4698370704747542,3,2.1,128,0.05837,5.1427,1.5514,6.181,"{""num_leaves"": 128, ""learning_rate"": 0.05837, ""reg_lambda"": 5.1427, ""reg_alpha"": 1.5514, ""scale_pos_weight"": 6.181, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
3,1.0,0.602112676056338,0.5773968934118907,0.5753365721522395,276,19.4,2048,0.09392,23.7226,1.6512,9.817,"{""num_leaves"": 2048, ""learning_rate"": 0.09392, ""reg_lambda"": 23.7226, ""reg_alpha"": 1.6512, ""scale_pos_weight"": 9.817, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
3,1.0,0.5751715533374921,0.5499425947187141,0.530612329093052,26,3.2,4096,0.03375,3.9979,2.225,4.5,"{""num_leaves"": 4096, ""learning_rate"": 0.03375, ""reg_lambda"": 3.9979, ""reg_alpha"": 2.225, ""scale_pos_weight"": 4.5, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
3,1.0,0.6177829099307159,0.5924748277689454,0.5896360545895006,112,7.1,128,0.09832,62.4848,1.7196,7.82,"{""num_leaves"": 128, ""learning_rate"": 0.09832, ""reg_lambda"": 62.4848, ""reg_alpha"": 1.7196, ""scale_pos_weight"": 7.82, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
3,1.0,0.5653912050256996,0.5268414481897628,0.4664433630543743,42,2.8,128,0.00794,0.0184,1.0724,5.975,"{""num_leaves"": 128, ""learning_rate"": 0.00794, ""reg_lambda"": 0.0184, ""reg_alpha"": 1.0724, ""scale_pos_weight"": 5.975, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
3,1.0,0.6149323927101705,0.605875152998776,0.5827519060089836,212,10.7,4096,0.02385,0.806,1.3662,1.654,"{""num_leaves"": 4096, ""learning_rate"": 0.02385, ""reg_lambda"": 0.806, ""reg_alpha"": 1.3662, ""scale_pos_weight"": 1.654, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
3,1.0,0.6062024575775308,0.573170731707317,0.5800526737198938,261,9.0,32,0.03358,19.7299,2.8147,6.25,"{""num_leaves"": 32, ""learning_rate"": 0.03358, ""reg_lambda"": 19.7299, ""reg_alpha"": 2.8147, ""scale_pos_weight"": 6.25, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
3,1.0,0.6142941523922032,0.6109839816933639,0.5668250252151269,276,20.6,1024,0.05696,12.9716,2.7884,6.683,"{""num_leaves"": 1024, ""learning_rate"": 0.05696, ""reg_lambda"": 12.9716, ""reg_alpha"": 2.7884, ""scale_pos_weight"": 6.683, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
3,1.0,0.6123427201917315,0.6050523721503389,0.5788054146488839,150,7.7,4096,0.02081,0.576,2.1461,1.121,"{""num_leaves"": 4096, ""learning_rate"": 0.02081, ""reg_lambda"": 0.576, ""reg_alpha"": 2.1461, ""scale_pos_weight"": 1.121, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
3,1.0,0.5954022988505747,0.5893186003683242,0.5804164669261356,274,19.4,8192,0.05037,21.6484,2.4235,3.188,"{""num_leaves"": 8192, ""learning_rate"": 0.05037, ""reg_lambda"": 21.6484, ""reg_alpha"": 2.4235, ""scale_pos_weight"": 3.188, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
3,1.0,0.6224310041103934,0.6141124586549063,0.5953010205387159,352,10.1,32,0.01391,1.8599,1.5269,5.108,"{""num_leaves"": 32, ""learning_rate"": 0.01391, ""reg_lambda"": 1.8599, ""reg_alpha"": 1.5269, ""scale_pos_weight"": 5.108, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
3,1.0,0.5657820440429137,0.553314121037464,0.5203374749728547,82,4.1,64,0.01968,13.9041,1.6337,7.61,"{""num_leaves"": 64, ""learning_rate"": 0.01968, ""reg_lambda"": 13.9041, ""reg_alpha"": 1.6337, ""scale_pos_weight"": 7.61, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
3,1.0,0.6197183098591549,0.6168757126567845,0.5928533076632653,412,30.0,8192,0.03155,11.7366,1.4793,8.709,"{""num_leaves"": 8192, ""learning_rate"": 0.03155, ""reg_lambda"": 11.7366, ""reg_alpha"": 1.4793, ""scale_pos_weight"": 8.709, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
3,1.0,0.5812574139976275,0.5738636363636364,0.550450332277939,151,9.1,128,0.05336,3.2065,3.0196,4.325,"{""num_leaves"": 128, ""learning_rate"": 0.05336, ""reg_lambda"": 3.2065, ""reg_alpha"": 3.0196, ""scale_pos_weight"": 4.325, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
3,1.0,0.5968699406368052,0.5924170616113744,0.5800600427180295,173,12.3,8192,0.04822,2.6716,1.2702,2.059,"{""num_leaves"": 8192, ""learning_rate"": 0.04822, ""reg_lambda"": 2.6716, ""reg_alpha"": 1.2702, ""scale_pos_weight"": 2.059, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
3,1.0,0.6305991855730075,0.6280137772675086,0.609325385099764,284,11.2,64,0.02528,25.1254,1.4214,3.408,"{""num_leaves"": 64, ""learning_rate"": 0.02528, ""reg_lambda"": 25.1254, ""reg_alpha"": 1.4214, ""scale_pos_weight"": 3.408, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
3,1.0,0.5919712402636309,0.5831884057971014,0.5404694323955562,125,10.4,8192,0.08919,3.7887,2.8538,3.665,"{""num_leaves"": 8192, ""learning_rate"": 0.08919, ""reg_lambda"": 3.7887, ""reg_alpha"": 2.8538, ""scale_pos_weight"": 3.665, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
3,1.0,0.6076409945421467,0.6001239925604464,0.5893510975892758,561,21.4,256,0.00618,5.6449,2.4094,1.678,"{""num_leaves"": 256, ""learning_rate"": 0.00618, ""reg_lambda"": 5.6449, ""reg_alpha"": 2.4094, ""scale_pos_weight"": 1.678, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
3,1.0,0.584841628959276,0.5776215582893967,0.5589548772556134,185,12.4,2048,0.06535,2.5507,2.4939,2.687,"{""num_leaves"": 2048, ""learning_rate"": 0.06535, ""reg_lambda"": 2.5507, ""reg_alpha"": 2.4939, ""scale_pos_weight"": 2.687, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
3,1.0,0.5928489042675894,0.2540192926045016,0.5555825676360173,196,7.4,8192,0.00354,0.0526,2.4477,1.139,"{""num_leaves"": 8192, ""learning_rate"": 0.00354, ""reg_lambda"": 0.0526, ""reg_alpha"": 2.4477, ""scale_pos_weight"": 1.139, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
3,1.0,0.5852560495216658,0.5840312674483529,0.5468049014884169,309,6.0,4,0.02921,7.9989,1.1235,4.175,"{""num_leaves"": 4, ""learning_rate"": 0.02921, ""reg_lambda"": 7.9989, ""reg_alpha"": 1.1235, ""scale_pos_weight"": 4.175, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
3,1.0,0.6014234875444839,0.5781083953241233,0.5447662564475546,256,12.4,4096,0.00803,0.0146,1.0426,8.319,"{""num_leaves"": 4096, ""learning_rate"": 0.00803, ""reg_lambda"": 0.0146, ""reg_alpha"": 1.0426, ""scale_pos_weight"": 8.319, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
3,1.0,0.5825825825825826,0.5501285347043702,0.5608212868426173,210,10.8,1024,0.00531,0.6329,2.513,3.076,"{""num_leaves"": 1024, ""learning_rate"": 0.00531, ""reg_lambda"": 0.6329, ""reg_alpha"": 2.513, ""scale_pos_weight"": 3.076, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
3,1.0,0.5963556046383214,0.5934426229508196,0.5286055518082996,125,2.9,4,0.04326,24.2008,1.1939,7.728,"{""num_leaves"": 4, ""learning_rate"": 0.04326, ""reg_lambda"": 24.2008, ""reg_alpha"": 1.1939, ""scale_pos_weight"": 7.728, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
3,1.0,0.6235431235431236,0.6187050359712231,0.5987840053336124,331,13.3,128,0.03443,44.8638,2.5893,2.612,"{""num_leaves"": 128, ""learning_rate"": 0.03443, ""reg_lambda"": 44.8638, ""reg_alpha"": 2.5893, ""scale_pos_weight"": 2.612, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
3,1.0,0.5885619100499723,0.5865331107401224,0.5683215803744976,184,8.7,1024,0.01412,24.0893,1.3807,9.477,"{""num_leaves"": 1024, ""learning_rate"": 0.01412, ""reg_lambda"": 24.0893, ""reg_alpha"": 1.3807, ""scale_pos_weight"": 9.477, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
3,1.0,0.5589569160997733,0.0,0.5154500142141049,20,1.9,512,0.00913,1.7508,2.5103,4.97,"{""num_leaves"": 512, ""learning_rate"": 0.00913, ""reg_lambda"": 1.7508, ""reg_alpha"": 2.5103, ""scale_pos_weight"": 4.97, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
3,1.0,0.5928899082568807,0.5917901938426454,0.560523907931062,402,7.7,4,0.03069,7.3522,1.5574,2.902,"{""num_leaves"": 4, ""learning_rate"": 0.03069, ""reg_lambda"": 7.3522, ""reg_alpha"": 1.5574, ""scale_pos_weight"": 2.902, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
3,1.0,0.578623391158366,0.5165644171779141,0.5229250310935457,232,5.2,8,0.00462,3.1606,1.6324,6.528,"{""num_leaves"": 8, ""learning_rate"": 0.00462, ""reg_lambda"": 3.1606, ""reg_alpha"": 1.6324, ""scale_pos_weight"": 6.528, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
3,1.0,0.6045400238948626,0.5969230769230769,0.5914949715128237,650,38.2,8192,0.01242,27.1065,1.7139,2.136,"{""num_leaves"": 8192, ""learning_rate"": 0.01242, ""reg_lambda"": 27.1065, ""reg_alpha"": 1.7139, ""scale_pos_weight"": 2.136, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
